date,MMM-P,MMM-V,ABT-P,ABT-V,ABBV-P,ABBV-V,ACN-P,ACN-V,ATVI-P,ATVI-V,ADBE-P,ADBE-V,ADT-P,ADT-V,AAP-P,AAP-V,AMG-P,AMG-V,AFL-P,AFL-V,A-P,A-V,APD-P,APD-V,AKAM-P,AKAM-V,AA-P,AA-V,ALXN-P,ALXN-V,ALLE-P,ALLE-V,ADS-P,ADS-V,ALL-P,ALL-V,GOOG-P,GOOG-V,MO-P,MO-V,AMZN-P,AMZN-V,AEP-P,AEP-V,AEE-P,AEE-V,AXP-P,AXP-V,AIG-P,AIG-V,AMT-P,AMT-V,AMP-P,AMP-V,ABC-P,ABC-V,AME-P,AME-V,AMGN-P,AMGN-V,APH-P,APH-V,ADI-P,ADI-V,AAL-P,AAL-V,ANTM-P,ANTM-V,AON-P,AON-V,APA-P,APA-V,AIV-P,AIV-V,AAPL-P,AAPL-V,AMAT-P,AMAT-V,ADM-P,ADM-V,AIZ-P,AIZ-V,T-P,T-V,ADSK-P,ADSK-V,ADP-P,ADP-V,AN-P,AN-V,AZO-P,AZO-V,AVGO-P,AVGO-V,AVB-P,AVB-V,AVY-P,AVY-V,BLL-P,BLL-V,BAC-P,BAC-V,BAX-P,BAX-V,BDX-P,BDX-V,BBBY-P,BBBY-V,BRK-B-P,BRK-B-V,BBY-P,BBY-V,BIIB-P,BIIB-V,BLK-P,BLK-V,BA-P,BA-V,BWA-P,BWA-V,BXP-P,BXP-V,BSX-P,BSX-V,BMY-P,BMY-V,BF-B-P,BF-B-V,COG-P,COG-V,CPB-P,CPB-V,COF-P,COF-V,CAH-P,CAH-V,KMX-P,KMX-V,CCL-P,CCL-V,CAT-P,CAT-V,CNP-P,CNP-V,CERN-P,CERN-V,CF-P,CF-V,CHRW-P,CHRW-V,CVX-P,CVX-V,CMG-P,CMG-V,CI-P,CI-V,XEC-P,XEC-V,CINF-P,CINF-V,CSCO-P,CSCO-V,C-P,C-V,CTXS-P,CTXS-V,CLX-P,CLX-V,CME-P,CME-V,CMS-P,CMS-V,CTSH-P,CTSH-V,CL-P,CL-V,CMCSA-P,CMCSA-V,CMA-P,CMA-V,CAG-P,CAG-V,COP-P,COP-V,CNX-P,CNX-V,ED-P,ED-V,STZ-P,STZ-V,GLW-P,GLW-V,COST-P,COST-V,CCI-P,CCI-V,CMI-P,CMI-V,CVS-P,CVS-V,DHR-P,DHR-V,DRI-P,DRI-V,DVA-P,DVA-V,DE-P,DE-V,DLPH-P,DLPH-V,DAL-P,DAL-V,XRAY-P,XRAY-V,DVN-P,DVN-V,DFS-P,DFS-V,DISCK-P,DISCK-V,DISCA-P,DISCA-V,DG-P,DG-V,DLTR-P,DLTR-V,D-P,D-V,DOV-P,DOV-V,DHI-P,DHI-V,DTE-P,DTE-V,DUK-P,DUK-V,DNB-P,DNB-V,ETFC-P,ETFC-V,EMN-P,EMN-V,ETN-P,ETN-V,EBAY-P,EBAY-V,ECL-P,ECL-V,EIX-P,EIX-V,EW-P,EW-V,DD-P,DD-V,EA-P,EA-V,LLY-P,LLY-V,EMR-P,EMR-V,ENDP-P,ENDP-V,ETR-P,ETR-V,EOG-P,EOG-V,EQT-P,EQT-V,EFX-P,EFX-V,EQIX-P,EQIX-V,EQR-P,EQR-V,EES-P,EES-V,EL-P,EL-V,ES-P,ES-V,EXC-P,EXC-V,EXPE-P,EXPE-V,EXPD-P,EXPD-V,XOM-P,XOM-V,FFIV-P,FFIV-V,FB-P,FB-V,FAST-P,FAST-V,FDX-P,FDX-V,FIS-P,FIS-V,FITB-P,FITB-V,FSLR-P,FSLR-V,FE-P,FE-V,FISV-P,FISV-V,FLIR-P,FLIR-V,FLS-P,FLS-V,FLR-P,FLR-V,FMC-P,FMC-V,FTI-P,FTI-V,F-P,F-V,FOSL-P,FOSL-V,BEN-P,BEN-V,FCX-P,FCX-V,GME-P,GME-V,GPS-P,GPS-V,GRMN-P,GRMN-V,GD-P,GD-V,GE-P,GE-V,GIS-P,GIS-V,GM-P,GM-V,GPC-P,GPC-V,GNW-P,GNW-V,GILD-P,GILD-V,GS-P,GS-V,GT-P,GT-V,GOOGL-P,GOOGL-V,HRB-P,HRB-V,HAL-P,HAL-V,HBI-P,HBI-V,HOG-P,HOG-V,HIG-P,HIG-V,HAS-P,HAS-V,HCA-P,HCA-V,HP-P,HP-V,HSIC-P,HSIC-V,HSY-P,HSY-V,HES-P,HES-V,HPQ-P,HPQ-V,HON-P,HON-V,HRL-P,HRL-V,HST-P,HST-V,HUM-P,HUM-V,HBAN-P,HBAN-V,ITW-P,ITW-V,IR-P,IR-V,INTC-P,INTC-V,ICE-P,ICE-V,IBM-P,IBM-V,IFF-P,IFF-V,IP-P,IP-V,IPG-P,IPG-V,INTU-P,INTU-V,ISRG-P,ISRG-V,IVZ-P,IVZ-V,IRM-P,IRM-V,JBHT-P,JBHT-V,JNJ-P,JNJ-V,JCI-P,JCI-V,JPM-P,JPM-V,JNPR-P,JNPR-V,KSU-P,KSU-V,K-P,K-V,KEY-P,KEY-V,KMB-P,KMB-V,KIM-P,KIM-V,KMI-P,KMI-V,KLAC-P,KLAC-V,KSS-P,KSS-V,KR-P,KR-V,LB-P,LB-V,LH-P,LH-V,LRCX-P,LRCX-V,LEG-P,LEG-V,LEN-P,LEN-V,LNC-P,LNC-V,LMT-P,LMT-V,L-P,L-V,LOW-P,LOW-V,LYB-P,LYB-V,MTB-P,MTB-V,MAC-P,MAC-V,M-P,M-V,MNK-P,MNK-V,MRO-P,MRO-V,MPC-P,MPC-V,MAR-P,MAR-V,MMC-P,MMC-V,MLM-P,MLM-V,MAS-P,MAS-V,MA-P,MA-V,MAT-P,MAT-V,MKC-P,MKC-V,MCD-P,MCD-V,MCK-P,MCK-V,MDT-P,MDT-V,MRK-P,MRK-V,MET-P,MET-V,MCHP-P,MCHP-V,MU-P,MU-V,MSFT-P,MSFT-V,MHK-P,MHK-V,TAP-P,TAP-V,MDLZ-P,MDLZ-V,MNST-P,MNST-V,MCO-P,MCO-V,MSI-P,MSI-V,MUR-P,MUR-V,MYL-P,MYL-V,NDAQ-P,NDAQ-V,NOV-P,NOV-V,NAVI-P,NAVI-V,NTAP-P,NTAP-V,NFLX-P,NFLX-V,NWL-P,NWL-V,NEM-P,NEM-V,NWSA-P,NWSA-V,NEE-P,NEE-V,NLSN-P,NLSN-V,NKE-P,NKE-V,NI-P,NI-V,NBL-P,NBL-V,JWN-P,JWN-V,NSC-P,NSC-V,NTRS-P,NTRS-V,NOC-P,NOC-V,NRG-P,NRG-V,NUE-P,NUE-V,NVDA-P,NVDA-V,ORLY-P,ORLY-V,OXY-P,OXY-V,OMC-P,OMC-V,OKE-P,OKE-V,ORCL-P,ORCL-V,OI-P,OI-V,PCAR-P,PCAR-V,PH-P,PH-V,PDCO-P,PDCO-V,PAYX-P,PAYX-V,PYPL-P,PYPL-V,PNR-P,PNR-V,PBCT-P,PBCT-V,PEP-P,PEP-V,PKI-P,PKI-V,PRGO-P,PRGO-V,PFE-P,PFE-V,PCG-P,PCG-V,PM-P,PM-V,PSX-P,PSX-V,PNW-P,PNW-V,PXD-P,PXD-V,PBI-P,PBI-V,PNC-P,PNC-V,PPG-P,PPG-V,PPL-P,PPL-V,PFG-P,PFG-V,PG-P,PG-V,PGR-P,PGR-V,PLD-P,PLD-V,PRU-P,PRU-V,PEG-P,PEG-V,PSA-P,PSA-V,PHM-P,PHM-V,PVH-P,PVH-V,QRVO-P,QRVO-V,QCOM-P,QCOM-V,PWR-P,PWR-V,DGX-P,DGX-V,RL-P,RL-V,RRC-P,RRC-V,O-P,O-V,REGN-P,REGN-V,RF-P,RF-V,RSG-P,RSG-V,RHI-P,RHI-V,ROK-P,ROK-V,ROP-P,ROP-V,ROST-P,ROST-V,RCL-P,RCL-V,R-P,R-V,CRM-P,CRM-V,SLB-P,SLB-V,SCHW-P,SCHW-V,STX-P,STX-V,SEE-P,SEE-V,SRE-P,SRE-V,SHW-P,SHW-V,SIG-P,SIG-V,SPG-P,SPG-V,SWKS-P,SWKS-V,SNA-P,SNA-V,SO-P,SO-V,LUV-P,LUV-V,SWN-P,SWN-V,SE-P,SE-V,SWK-P,SWK-V,SBUX-P,SBUX-V,STT-P,STT-V,SRCL-P,SRCL-V,SYK-P,SYK-V,SYY-P,SYY-V,TROW-P,TROW-V,TGT-P,TGT-V,TEL-P,TEL-V,TGNA-P,TGNA-V,THC-P,THC-V,TDC-P,TDC-V,TXN-P,TXN-V,TXT-P,TXT-V,AES-P,AES-V,BK-P,BK-V,CB-P,CB-V,KO-P,KO-V,DOW-P,DOW-V,HD-P,HD-V,SJM-P,SJM-V,KHC-P,KHC-V,TMO-P,TMO-V,TIF-P,TIF-V,TJX-P,TJX-V,TSCO-P,TSCO-V,RIG-P,RIG-V,TRV-P,TRV-V,TRIP-P,TRIP-V,FOXA-P,FOXA-V,TSN-P,TSN-V,UA-P,UA-V,UNP-P,UNP-V,UAL-P,UAL-V,UPS-P,UPS-V,URI-P,URI-V,UNH-P,UNH-V,UHS-P,UHS-V,UNM-P,UNM-V,URBN-P,URBN-V,USB-P,USB-V,VLO-P,VLO-V,VAR-P,VAR-V,VTR-P,VTR-V,VRSN-P,VRSN-V,VZ-P,VZ-V,VRTX-P,VRTX-V,VFC-P,VFC-V,V-P,V-V,VNO-P,VNO-V,VMC-P,VMC-V,GWW-P,GWW-V,WMT-P,WMT-V,WBA-P,WBA-V,DIS-P,DIS-V,WM-P,WM-V,WAT-P,WAT-V,WFC-P,WFC-V,WDC-P,WDC-V,WU-P,WU-V,WRK-P,WRK-V,WY-P,WY-V,WHR-P,WHR-V,WMB-P,WMB-V,WEC-P,WEC-V,WYNN-P,WYNN-V,XEL-P,XEL-V,XRX-P,XRX-V,XLNX-P,XLNX-V,XYL-P,XYL-V,YUM-P,YUM-V,ZION-P,ZION-V,ZTS-P,ZTS-V,EUR,CHF,JPY,CNY,GBP,RUB
2020-09-11 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1833,1.099,0.0094,0.1462,1.2825,0.0132
2020-09-11 04:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12,1784.0,,,,,,,,,115.1,17834.0,55.55,892.0,,,,,29.03,970.0,,,,,,,,,,,,,,,,,25.3,100.0,,,,,,,,,,,,,,,158.4,272.0,,,,,,,,,,,,,,,,,,,,,17.9,1376.0,,,,,,,,,,,,,,,,,,,,,39.8,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,500.0,,,,,,,271.04,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,5270.0,,,30.62,202.0,,,,,64.5,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.18,4402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.82,1732.0,,,,,57.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.9,455.0,,,10.36,710.0,,,,,59.17,106.0,,,,,,,,,,,190.9,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1834,1.099,0.0094,0.1462,1.2828,0.0133
2020-09-11 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219.61,1166.0,,,,,,,,,,,,,,,,,,,,,,,13.12,400.0,,,,,,,,,115.95,16226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.89,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,100.0,51.1,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,8500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.43,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.69,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.0,2223.0,,,10.48,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1835,1.0991,0.0094,0.1462,1.2828,0.0133
2020-09-11 04:15:00,,,,,,,,,,,,,,,,,,,36.1,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12,1235.0,,,,,,,,,116.1,12589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,200.0,,,,,,,272.71,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,140.0,201.12,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.97,2254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.25,286.0,,,10.47,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1833,1.0989,0.0094,0.1462,1.2829,0.0132
2020-09-11 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,154.0,,,,,,,,,116.19,4858.0,,,,,,,,,,,,,,,,,,,,,,,,,25.3,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18,2820.0,,,,,,,,,,,,,,,,,,,,,39.84,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.55,100.0,,,,,,,,,,,,,,,,,,,,,,,,,100.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.92,342.0,,,10.47,250.0,,,,,59.3,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,100.0,,,,,,,,,,,36.45,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1833,1.0989,0.0094,0.1462,1.2829,0.0132
2020-09-11 04:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.25,8537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.47,546.0,,,,,,,,,,,,,,,,,,,,,18.26,6879.0,,,,,,,,,,,,,,,,,,,,,39.89,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.63,3124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.23,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.06,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1834,1.0987,0.0094,0.1462,1.2829,0.0132
2020-09-11 04:30:00,,,105.35,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12,830.0,,,,,,,,,116.25,5506.0,,,,,,,29.07,519.0,,,,,,,,,,,,,,,,,25.38,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,18653.0,,,,,,,,,,,,,,,,,,,,,39.9,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.67,1563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,1914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1834,1.0991,0.0094,0.1462,1.2831,0.0133
2020-09-11 04:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,1900.0,,,,,,,,,116.1,2913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8,665.0,,,,,,,,,,,,,,,,,,,,,18.34,1500.0,,,,,,,,,,,,,,,,,,,,,39.89,360.0,51.18,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.22,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,519.0,,,,,64.58,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65,1475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.16,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98,300.0,,,,,,,,,,,505.5,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,1000.0,,,,,,,,,,,,,,,,,,,,,,,60.3,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1834,1.099,0.0094,0.1462,1.2828,0.0133
2020-09-11 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228.99,321.0,,,,,,,,,,,,,,,,,,,,,,,13.15,200.0,,,,,,,,,116.15,21192.0,,,,,,,29.07,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8,441.0,,,,,,,,,,,,,,,,,,,,,18.3,5963.0,,,,,,,,,,,,,,,,,,,,,39.93,1664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,1847.0,,,30.69,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,1931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.79,134.0,209.25,2388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.58,990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.84,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1833,1.0988,0.0094,0.1462,1.2823,0.0133
